Saccharomyces cerevisiae,Rhodosporidium toruloides,CS,EL,Trees,phylome,ensembl,orthomcl,treefam,eggnog,hogenom
YLR354C,RHTO_06955,1,2,5,1.00/4,,,,,
YDL126C,RHTO_04629,1,2,27,1.00/26,,,,,
YKR105C,RHTO_07727,0.818,2,11,0.80/10,,,,,
YNL032W,RHTO_07199,1,1,1,,,,,,
YER055C,RHTO_07750,1,2,3,1.00/2,,,,,
YFR051C,RHTO_01460,1,1,2,1.00/2,,,,,
YIR004W,RHTO_05192,1,1,4,1.00/4,,,,,
YPR132W,RHTO_06010,0.833,2,6,0.75/4,1.00/2,,,,
YDR148C,RHTO_02312,0.6,2,5,0.50/4,,,,,
YJL177W,RHTO_07756,1,2,3,1.00/2,,,,,
YHR134W,RHTO_03506,1,1,1,,,,,,
YGR143W,RHTO_00515,1,1,12,1.00/12,,,,,
YJL104W,RHTO_05435,1,1,1,,,,,,
YHR021C,RHTO0S_05e03422g,1,2,3,1.00/2,,,,,
YDR175C,RHTO_03068,1,2,3,1.00/2,,,,,
YGR213C,RHTO_02343,0.667,2,3,0.50/2,,,,,
YBR274W,RHTO_01563,1,2,3,1.00/2,,,,,
YDR190C,RHTO_05913,0.6,1,5,0.75/4,,,,,
YOR133W,RHTO_03573,1,2,12,1.00/10,1.00/2,,,,
YPL093W,RHTO_05312,1,2,3,1.00/2,,,,,
YER086W,RHTO_06004,0.667,1,3,1.00/2,,,,,
YNL024C-A,RHTO_04510,1,2,3,1.00/2,,,,,
YPL248C,RHTO_01999,0.5,1,2,0.50/2,,,,,
YGR255C,RHTO_05146,1,2,3,1.00/2,,,,,
YPL088W,RHTO_03075,1,1,6,1.00/6,,,,,
YNL325C,RHTO_02617,1,2,5,1.00/4,,,,,
YLR006C,RHTO_05782,1,1,1,,,,,,
YGL080W,RHTO_02579,1,2,3,1.00/2,,,,,
YKR027W,RHTO_06630,0.667,1,3,1.00/2,,,,,
YNR054C,RHTO_00936,1,2,3,1.00/2,,,,,
YCR028C-A,RHTO_06329,1,1,2,1.00/2,,,,,
YPL235W,RHTO_00492,0.6,2,5,0.50/4,,,,,
YNL075W,RHTO_00921,1,2,5,1.00/4,,,,,
YKR036C,RHTO_04857,1,1,2,1.00/2,,,,,
YFR045W,RHTO_03384,0.5,1,2,0.50/2,,,,,
YGL078C,RHTO_05345,1,2,17,1.00/16,,,,,
YJL108C,RHTO_07531,1,1,1,,,,,,
YDL122W,RHTO_07340,1,1,1,,,,,,
YFR019W,RHTO_03528,1,1,1,,,,,,
YBR149W,RHTO_00641,1,1,24,1.00/24,,,,,
YMR228W,RHTO_00790,1,1,2,1.00/2,,,,,
YMR227C,RHTO_02955,1,2,3,1.00/2,,,,,
YHR064C,RHTO_05854,1,2,11,1.00/10,,,,,
YER144C,RHTO_05822,1,1,6,1.00/6,,,,,
YDR180W,RHTO_07670,1,2,3,1.00/2,,,,,
YKL110C,RHTO_05408,1,2,3,1.00/2,,,,,
YMR194W,RHTO0S_09e06458g,1,2,3,1.00/2,,,,,
YML127W,RHTO_03480,1,1,1,,,,,,
YGL063W,RHTO_02180,0.667,1,3,1.00/2,,,,,
YHR090C,RHTO_04930,1,1,1,,,,,,
YHL022C,RHTO_06964,1,2,3,1.00/2,,,,,
YDL246C,RHTO_01970,0.889,1,9,1.00/8,,,,,
YGR080W,RHTO_06118,1,2,3,1.00/2,,,,,
YGR281W,RHTO_02063,1,2,17,1.00/16,,,,,
YIL109C,RHTO_00625,1,2,5,1.00/4,,,,,
YFL003C,RHTO_02437,1,2,9,1.00/8,,,,,
YDR170C,RHTO_06817,0.667,1,3,1.00/2,,,,,
YKR038C,RHTO_03584,0.6,1,5,0.75/4,,,,,
YDR052C,RHTO_06242,1,1,1,,,,,,
YNL112W,RHTO_07462,1,2,35,1.00/34,,,,,
YLR370C,RHTO_06553,1,2,3,1.00/2,,,,,
YAL033W,RHTO_04349,1,2,3,1.00/2,,,,,
YGR098C,RHTO_02253,1,1,1,,,,,,
YEL020W-A,RHTO0S_09e00122g,1,2,3,1.00/2,,,,,
YNR060W,RHTO_00765,1,1,6,1.00/6,,,,,
YKR002W,RHTO_02582,1,1,2,1.00/2,,,,,
YGL010W,RHTO_00171,1,2,3,1.00/2,,,,,
YML012W,RHTO_00829,0.667,2,3,0.50/2,,,,,
YPL270W,RHTO_04936,1,2,7,1.00/6,,,,,
YKL027W,RHTO_02069,0.667,1,3,1.00/2,,,,,
YDR456W,RHTO_03431,1,2,3,1.00/2,,,,,
YDL226C,RHTO_04927,1,2,3,1.00/2,,,,,
YCR028C,RHTO_03774,0.857,1,7,1.00/6,,,,,
YDR208W,RHTO_00646,1,2,3,1.00/2,,,,,
YBR082C,RHTO_02321,0.806,2,31,0.80/30,,,,,
YFL054C,RHTO_03090,1,2,7,1.00/6,,,,,
YGL124C,RHTO_03659,1,1,1,,,,,,
YJL179W,RHTO_00460,1,1,2,1.00/2,,,,,
YPL008W,RHTO_00768,0.8,1,5,1.00/4,,,,,
YDR021W,RHTO_03020,0.96,2,25,0.96/24,,,,,
YKL173W,RHTO_03906,0.571,1,7,0.67/6,,,,,
YBR169C,RHTO_01538,1,2,15,1.00/14,,,,,
YPL243W,RHTO_05355,1,1,1,,,,,,
YER010C,RHTO_03212,0.667,1,3,1.00/2,,,,,
YER168C,RHTO_07347,1,2,3,1.00/2,,,,,
YNR007C,RHTO_01636,1,2,3,1.00/2,,,,,
YNL219C,RHTO_00321,0.667,1,3,1.00/2,,,,,
YML126C,RHTO_02305,1,2,3,1.00/2,,,,,
YNL315C,RHTO_06276,1,2,3,1.00/2,,,,,
YKL039W,RHTO_01033,1,2,3,1.00/2,,,,,
YJR143C,RHTO_02306,0.857,2,7,0.83/6,,,,,
YHL033C,RHTO_03968,1,2,5,1.00/4,,,,,
YOL059W,RHTO_02273,1,2,5,1.00/4,,,,,
YER179W,RHTO_05985,1,1,1,,,,,,
YMR099C,RHTO_02621,0.667,1,3,1.00/2,,,,,
YFL017C,RHTO_04876,1,2,3,1.00/2,,,,,
YMR323W,RHTO_00323,0.667,2,3,0.50/2,,,,,
YBL002W,RHTO_04884,0.6,1,5,0.75/4,,,,,
YJL112W,RHTO_04377,1,1,2,1.00/2,,,,,
YLR008C,RHTO_00109,1,2,3,1.00/2,,,,,
YML038C,RHTO_06678,1,2,3,1.00/2,,,,,
YNL227C,RHTO_04332,1,2,3,1.00/2,,,,,
YJL097W,RHTO_03657,1,2,3,1.00/2,,,,,
YOR198C,RHTO_07690,1,2,3,1.00/2,,,,,
YMR250W,RHTO_01440,1,2,5,1.00/4,,,,,
YEL040W,RHTO_01890,0.667,1,3,1.00/2,,,,,
YPR037C,RHTO_02503,1,2,5,1.00/4,,,,,
YOR079C,RHTO_02259,1,1,1,,,,,,
YEL060C,RHTO_05541,1,1,4,1.00/4,,,,,
YGL131C,RHTO_02316,1,1,1,,,,,,
YLR118C,RHTO_04099,0.667,2,3,0.50/2,,,,,
YEL007W,RHTO_05001,1,1,2,1.00/2,,,,,
YLR406C,RHTO_04593,1,2,3,1.00/2,,,,,
YGL174W,RHTO_00776,1,2,3,1.00/2,,,,,
YDR432W,RHTO_04079,1,2,3,1.00/2,,,,,
YHR215W,RHTO_00655,1,1,6,1.00/6,,,,,
YNL262W,RHTO_01448,0.667,1,3,1.00/2,,,,,
YOR301W,RHTO_04051,1,1,1,,,,,,
YLR103C,RHTO_04160,1,2,3,1.00/2,,,,,
YLR191W,RHTO_07894,0.667,1,3,1.00/2,,,,,
YOL071W,RHTO_07066,1,2,3,1.00/2,,,,,
YER165W,RHTO_07988,0.8,1,15,0.86/14,,,,,
YPL195W,RHTO_00105,1,2,5,1.00/4,,,,,
YMR186W,RHTO_00789,1,2,3,1.00/2,,,,,
YCL025C,RHTO_02350,1,1,4,1.00/4,,,,,
YEL069C,RHTO_00630,0.923,1,13,1.00/12,,,,,
YBR049C,RHTO_07220,1,1,1,,,,,,
YKL033W,RHTO_00141,1,1,1,,,,,,
YDR292C,RHTO_02219,1,2,3,1.00/2,,,,,
YOR074C,RHTO_07482,1,2,3,1.00/2,,,,,
YDR234W,RHTO_05318,0.889,1,9,1.00/8,,,,,
YBR161W,RHTO_01969,1,1,1,,,,,,
YOR388C,RHTO_06042,1,2,9,1.00/8,,,,,
YIL069C,RHTO_01367,1,2,4,1.00/2,1.00/2,,,,
YHR198C,RHTO_02523,1,1,2,1.00/2,,,,,
YBR153W,RHTO_04544,1,2,3,1.00/2,,,,,
YJR091C,RHTO_02998,1,1,1,,,,,,
YJR036C,RHTO_04806,1,2,3,1.00/2,,,,,
YNL185C,RHTO_06967,1,2,3,1.00/2,,,,,
YPR184W,RHTO_05039,1,1,1,,,,,,
YOR251C,RHTO_05136,0.8,1,5,1.00/4,,,,,
YDL102W,RHTO_02660,1,2,3,1.00/2,,,,,
YDR429C,RHTO_04036,1,2,3,1.00/2,,,,,
YBL003C,RHTO_05839,1,1,4,1.00/4,,,,,
YDR518W,RHTO_04293,1,1,1,,,,,,
YNR071C,RHTO_06671,1,1,1,,,,,,
YIL002C,RHTO_02964,0.5,1,4,0.50/4,,,,,
YMR080C,RHTO_02885,1,2,9,1.00/8,,,,,
YDR483W,RHTO_03276,0.75,1,4,0.75/4,,,,,
YFL002C,RHTO_00338,1,2,7,1.00/6,,,,,
YDR092W,RHTO0S_01e02410g,1,2,27,1.00/26,,,,,
YGR105W,RHTO_00724,1,1,2,1.00/2,,,,,
YJR078W,RHTO_07381,0.667,1,3,1.00/2,,,,,
YDR448W,RHTO_06031,1,2,3,1.00/2,,,,,
YLR285W,RHTO_06308,0.5,1,6,0.50/6,,,,,
YGR068C,RHTO_06169,1,1,1,,,,,,
YPR003C,RHTO_05139,1,1,2,1.00/2,,,,,
YOR262W,RHTO_06138,0.714,2,7,0.67/6,,,,,
YFR047C,RHTO_06810,1,2,3,1.00/2,,,,,
YMR015C,RHTO_01252,1,2,3,1.00/2,,,,,
YER087C-B,RHTO0S_01e06436g,1,1,1,,,,,,
YKR069W,RHTO_07676,1,2,3,1.00/2,,,,,
YDL166C,RHTO_04701,1,2,3,1.00/2,,,,,
YNR065C,RHTO_05663,1,1,1,,,,,,
YOR286W,RHTO_06458,1,2,3,1.00/2,,,,,
YPL145C,RHTO_03327,1,2,5,1.00/4,,,,,
YOL002C,RHTO_02632,1,2,5,1.00/4,,,,,
YJR070C,RHTO_07285,1,2,3,1.00/2,,,,,
YBR239C,RHTO_04446,1,2,3,1.00/2,,,,,
YBR256C,RHTO_04903,1,2,3,1.00/2,,,,,
YPR002W,RHTO_05042,1,1,1,,,,,,
YGL070C,RHTO_01932,1,2,5,1.00/4,,,,,
YPR107C,RHTO_06597,1,1,1,,,,,,
YJL082W,RHTO_06940,1,2,3,1.00/2,,,,,
YLR324W,RHTO_00707,1,1,1,,,,,,
YPL122C,RHTO_03871,1,1,1,,,,,,
YNR053C,RHTO_01065,1,2,3,1.00/2,,,,,
YMR189W,RHTO_06925,1,2,3,1.00/2,,,,,
YBL071W-A,RHTO_05551,1,1,2,1.00/2,,,,,
YOL077C,RHTO_06633,1,2,3,1.00/2,,,,,
YJR048W,RHTO_05208,1,2,3,1.00/2,,,,,
YPL252C,RHTO_03202,0.667,1,3,1.00/2,,,,,
YOL041C,RHTO_05827,1,2,3,1.00/2,,,,,
YGR216C,RHTO_02773,1,1,1,,,,,,
YBR281C,RHTO_07673,1,2,3,1.00/2,,,,,
YOL052C,RHTO_05506,1,2,3,1.00/2,,,,,
YDR466W,RHTO_03450,1,1,1,,,,,,
YNL249C,RHTO_00950,0.667,1,3,1.00/2,,,,,
YNL333W,RHTO_04321,1,2,3,1.00/2,,,,,
YDR198C,RHTO_02841,1,1,2,1.00/2,,,,,
YLR290C,RHTO_02768,1,2,3,1.00/2,,,,,
YBL035C,RHTO_05923,1,2,3,1.00/2,,,,,
YIL078W,RHTO_00152,1,2,3,1.00/2,,,,,
YBR166C,RHTO_05944,1,2,3,1.00/2,,,,,
YKR001C,RHTO_02880,0.6,2,5,0.50/4,,,,,
YGL241W,RHTO_00511,1,2,3,1.00/2,,,,,
YPL135W,RHTO_06850,1,2,3,1.00/2,,,,,
YMR008C,RHTO_04785,1,2,3,1.00/2,,,,,
YCR093W,RHTO_01860,1,2,3,1.00/2,,,,,
YHR102W,RHTO_04347,1,2,13,1.00/12,,,,,
YGL058W,RHTO_06969,1,2,31,1.00/30,,,,,
YNL097C,RHTO_07455,1,1,1,,,,,,
YDR276C,RHTO_04231,1,1,2,1.00/2,,,,,
YNL290W,RHTO_07233,1,2,9,1.00/8,,,,,
YHR011W,RHTO_01082,1,1,1,,,,,,
YFR005C,RHTO_00957,1,2,3,1.00/2,,,,,
YLR126C,RHTO_01458,1,1,4,1.00/4,,,,,
YBR170C,RHTO_03541,1,2,3,1.00/2,,,,,
YDR128W,RHTO_02742,1,1,2,1.00/2,,,,,
YKL161C,RHTO_02374,1,2,11,1.00/10,,,,,
YOR244W,RHTO_04442,1,2,5,1.00/4,,,,,
YFL008W,RHTO_00727,0.857,1,7,1.00/6,,,,,
YCR009C,RHTO_07319,0.5,1,4,0.50/4,,,,,
YGR038W,RHTO_02608,1,2,3,1.00/2,,,,,
YPR122W,RHTO_03195,0.667,1,3,1.00/2,,,,,
YBR126C,RHTO_01529,1,2,3,1.00/2,,,,,
YDR529C,RHTO_03294,1,2,3,1.00/2,,,,,
YAR071W,RHTO_00655,1,1,6,1.00/6,,,,,
YPL113C,RHTO_07093,0.5,1,2,0.50/2,,,,,
YKL126W,RHTO_00819,1,2,21,1.00/20,,,,,
YCL017C,RHTO_01735,1,2,3,1.00/2,,,,,
YOL038W,RHTO_01843,1,2,13,1.00/12,,,,,
YGR270W,RHTO_04638,0.667,1,3,1.00/2,,,,,
YDL234C,RHTO_01623,1,2,5,1.00/4,,,,,
YNL111C,RHTO0S_02e04566g,0.667,1,3,1.00/2,,,,,
YBL098W,RHTO_04218,1,2,3,1.00/2,,,,,
YDL081C,RHTO0S_07e01926g,0.667,1,3,1.00/2,,,,,
YPL098C,RHTO_07348,1,2,3,1.00/2,,,,,
YOR336W,RHTO_00642,1,2,3,1.00/2,,,,,
YDL182W,RHTO_06979,1,2,3,1.00/2,,,,,
YNR056C,RHTO_05288,1,1,4,1.00/4,,,,,
YAL044C,RHTO_02808,1,2,3,1.00/2,,,,,
YMR100W,RHTO_04333,1,2,3,1.00/2,,,,,
YGR244C,RHTO_05264,0.667,1,3,1.00/2,,,,,
YGR123C,RHTO_05128,1,2,15,1.00/14,,,,,
YMR177W,RHTO_04240,1,2,3,1.00/2,,,,,
YNL045W,RHTO_07641,0.667,1,3,1.00/2,,,,,
YER163C,RHTO_01306,1,2,3,1.00/2,,,,,
YEL056W,RHTO_00550,1,2,3,1.00/2,,,,,
YHR202W,RHTO_01665,1,1,2,1.00/2,,,,,
YMR156C,RHTO_00020,0.667,1,3,1.00/2,,,,,
YGL191W,RHTO_01605,1,2,3,1.00/2,,,,,
YOR167C,RHTO_01016,1,2,3,1.00/2,,,,,
YIL162W,RHTO_05421,0.8,1,5,1.00/4,,,,,
YMR303C,RHTO_03062,1,2,13,1.00/12,,,,,
YKR062W,RHTO_03359,1,2,3,1.00/2,,,,,
YBR243C,RHTO_05521,1,2,3,1.00/2,,,,,
YDR377W,RHTO_07804,1,2,3,1.00/2,,,,,
YNL096C,RHTO_04890,1,2,3,1.00/2,,,,,
YPL022W,RHTO_04123,0.667,1,3,1.00/2,,,,,
YKL058W,RHTO0S_01e07316g,1,2,3,1.00/2,,,,,
YMR006C,RHTO_04785,1,2,3,1.00/2,,,,,
YOR346W,RHTO_02146,1,2,5,1.00/4,,,,,
YFL034C-B,RHTO_02477,1,2,5,1.00/4,,,,,
YHR172W,RHTO_01393,0.667,1,3,1.00/2,,,,,
YMR152W,RHTO_04635,1,2,3,1.00/2,,,,,
YMR315W,RHTO_05317,1,1,4,1.00/4,,,,,
YBR004C,RHTO_01588,1,2,3,1.00/2,,,,,
YHL014C,RHTO_00168,0.6,2,5,0.50/4,,,,,
YDL190C,RHTO_07602,1,1,1,,,,,,
YKL209C,RHTO_07716,1,2,13,1.00/12,,,,,
YNR033W,RHTO_01811,0.667,1,3,1.00/2,,,,,
YML130C,RHTO_06063,1,2,3,1.00/2,,,,,
YPR128C,RHTO_01206,0.5,1,2,0.50/2,,,,,
YKL012W,RHTO_02278,0.667,1,3,1.00/2,,,,,
YCR094W,RHTO_07087,1,2,3,1.00/2,,,,,
YGL255W,RHTO_03852,1,2,7,1.00/6,,,,,
YML110C,RHTO_06918,1,2,3,1.00/2,,,,,
YLR069C,RHTO_04725,0.889,2,9,0.88/8,,,,,
YDR382W,RHTO_02175,1,2,3,1.00/2,,,,,
YGL184C,RHTO_02122,0.667,1,3,1.00/2,,,,,
YOL016C,RHTO_01388,0.818,2,11,0.80/10,,,,,
YMR226C,RHTO_03444,0.5,1,2,0.50/2,,,,,
YCL011C,RHTO_05829,1,2,5,1.00/4,,,,,
YER101C,RHTO_04635,1,1,2,1.00/2,,,,,
YHR181W,RHTO_07315,1,1,1,,,,,,
YHR177W,RHTO_05001,1,1,2,1.00/2,,,,,
YGL212W,RHTO_00365,1,1,1,,,,,,
YJR092W,RHTO_02655,1,1,1,,,,,,
YJL045W,RHTO_05714,0.667,1,3,1.00/2,,,,,
YGR278W,RHTO_02949,1,2,3,1.00/2,,,,,
YJL030W,RHTO_00090,0.667,1,3,1.00/2,,,,,
YHR163W,RHTO_07939,0.667,1,3,1.00/2,,,,,
YDR326C,RHTO_00215,1,2,3,1.00/2,,,,,
YAL048C,RHTO_07414,1,2,3,1.00/2,,,,,
YGR240C,RHTO_00494,1,2,3,1.00/2,,,,,
YOR259C,RHTO_03085,1,2,17,1.00/16,,,,,
YHR201C,RHTO_07023,0.667,1,3,1.00/2,,,,,
YJR024C,RHTO_00134,1,2,3,1.00/2,,,,,
YOL003C,RHTO_00779,1,1,1,,,,,,
YGR194C,RHTO_04556,1,1,1,,,,,,
YMR041C,RHTO_05579,1,2,3,1.00/2,,,,,
YFL060C,RHTO_04320,1,2,3,1.00/2,,,,,
YLR336C,RHTO_02092,0.6,2,5,0.50/4,,,,,
YDR416W,RHTO_01864,1,2,3,1.00/2,,,,,
YDL217C,RHTO_08158,1,2,3,1.00/2,,,,,
YPR010C,RHTO_04931,1,2,7,1.00/6,,,,,
YLR260W,RHTO_06753,1,2,5,1.00/4,,,,,
YCR061W,RHTO_06942,1,2,3,1.00/2,,,,,
YBR294W,RHTO_00048,1,2,3,1.00/2,,,,,
YLR090W,RHTO_07487,1,2,5,1.00/4,,,,,
YDL105W,RHTO_03936,1,2,3,1.00/2,,,,,
YER039C,RHTO_04948,1,2,3,1.00/2,,,,,
YCL039W,RHTO_02870,1,1,1,,,,,,
YIL143C,RHTO_04712,1,2,3,1.00/2,,,,,
YJL046W,RHTO_07201,1,2,3,1.00/2,,,,,
YDR246W,RHTO0S_07e03400g,1,2,3,1.00/2,,,,,
YDR228C,RHTO_05963,1,2,3,1.00/2,,,,,
YBR217W,RHTO_01037,1,1,1,,,,,,
YDR294C,RHTO_06018,1,2,3,1.00/2,,,,,
YPL215W,RHTO_02289,1,2,3,1.00/2,,,,,
YPL051W,RHTO0S_04e06744g,0.933,2,15,0.93/14,,,,,
YCR014C,RHTO_00579,1,1,1,,,,,,
YPL260W,RHTO_02108,1,2,3,1.00/2,,,,,
YKL025C,RHTO_03750,1,2,3,1.00/2,,,,,
YMR309C,RHTO_04426,1,2,3,1.00/2,,,,,
YHL007C,RHTO_04206,0.706,1,17,0.75/16,,,,,
YMR202W,RHTO_02709,1,2,3,1.00/2,,,,,
YMR300C,RHTO_02924,1,2,3,1.00/2,,,,,
YKL170W,RHTO_01914,1,2,3,1.00/2,,,,,
YDL213C,RHTO_01022,1,1,1,,,,,,
YGL256W,RHTO_04708,1,2,3,1.00/2,,,,,
YPL134C,RHTO_03731,0.8,2,25,0.79/24,,,,,
YOL129W,RHTO_05738,1,1,1,,,,,,
YPR160W,RHTO_01053,1,1,1,,,,,,
YBR265W,RHTO_07838,1,2,3,1.00/2,,,,,
YJL213W,RHTO_01298,1,1,1,,,,,,
YJR001W,RHTO_05155,1,1,1,,,,,,
YPL116W,RHTO_04762,1,1,1,,,,,,
YPL226W,RHTO_06780,0.727,2,11,0.70/10,,,,,
YDL072C,RHTO_03357,1,2,3,1.00/2,,,,,
YIL153W,RHTO_04190,1,2,5,1.00/4,,,,,
YCR079W,RHTO_06588,1,1,1,,,,,,
YIL031W,RHTO_04362,1,1,1,,,,,,
YFL009W,RHTO_03194,1,2,9,1.00/8,,,,,
YBL076C,RHTO_04405,1,2,7,1.00/6,,,,,
YOR370C,RHTO_04551,1,2,5,1.00/4,,,,,
YHR020W,RHTO_00794,1,2,3,1.00/2,,,,,
YMR216C,RHTO_08159,0.667,2,3,0.50/2,,,,,
YOR168W,RHTO_04465,0.667,2,3,0.50/2,,,,,
YDR378C,RHTO_04042,1,2,5,1.00/4,,,,,
YCR084C,RHTO_00629,0.952,1,21,1.00/20,,,,,
YJL125C,RHTO_05465,1,2,3,1.00/2,,,,,
YIL072W,RHTO_03055,1,1,1,,,,,,
YGL180W,RHTO_06351,1,1,1,,,,,,
YOR374W,RHTO_05838,1,2,17,1.00/16,,,,,
YMR247C,RHTO_03290,1,1,1,,,,,,
YNL292W,RHTO_01163,1,2,3,1.00/2,,,,,
YER164W,RHTO_06059,0.909,1,11,1.00/10,,,,,
YLR163C,RHTO_03896,1,2,7,1.00/6,,,,,
YDR390C,RHTO_01501,1,2,5,1.00/4,,,,,
YOR211C,RHTO_01584,1,2,3,1.00/2,,,,,
YNR037C,RHTO0S_16e00540g,0.5,1,2,0.50/2,,,,,
YDL082W,RHTO_05119,1,2,3,1.00/2,,,,,
YGR218W,RHTO_01927,1,2,3,1.00/2,,,,,
YLR244C,RHTO_03226,0.667,1,3,1.00/2,,,,,
YLR459W,RHTO_01626,1,1,1,,,,,,
YNL162W,RHTO_06766,1,2,4,1.00/2,1.00/2,,,,
YNL231C,RHTO_00357,1,2,5,1.00/4,,,,,
YIL125W,RHTO_07860,0.8,1,5,1.00/4,,,,,
YKL079W,RHTO_04402,0.875,1,8,0.88/8,,,,,
YCR012W,RHTO0S_30e00254g,1,2,3,1.00/2,,,,,
YDR159W,RHTO_07797,1,1,1,,,,,,
YLR271W,RHTO_06723,1,1,2,1.00/2,,,,,
YPR131C,RHTO_03230,0.6,2,5,0.50/4,,,,,
YPL228W,RHTO_04270,1,2,3,1.00/2,,,,,
YER048W-A,RHTO_00200,1,1,2,1.00/2,,,,,
YAL026C,RHTO_05083,1,2,7,1.00/6,,,,,
YGR147C,RHTO_06233,1,1,2,1.00/2,,,,,
YPL006W,RHTO_04478,1,1,1,,,,,,
