reaction	Acetate	Glycerol	Xylose
diphosphate transport, mitochondrion-mitochondrial membrane	-4.514112e-05	-5.977762e-05	-5.118293e-05
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cytoplasm] SLIME rxn	2.160444e-04	2.860943e-04	2.449604e-04
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [cytoplasm] SLIME rxn	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cytoplasm] SLIME rxn	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cytoplasm] SLIME rxn	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cytoplasm] SLIME rxn	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cytoplasm] SLIME rxn	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cytoplasm] SLIME rxn	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cytoplasm] SLIME rxn	0	0	0
ergosteryl palmitoleate [endoplasmic reticulum membrane] SLIME rxn	0	0	0
ergosteryl oleate [endoplasmic reticulum membrane] SLIME rxn	0	0	0
ergosterol ester transport, ER membrane-cytoplasm	0	0	0
palmitate [cytoplasm] SLIME rxn	0	0	0
palmitoleate [cytoplasm] SLIME rxn	0	0	0
stearate [cytoplasm] SLIME rxn	0	8.512515e-05	4.513487e-04
oleate [cytoplasm] SLIME rxn	2.573665e-03	3.322413e-03	2.463600e-03
phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	7.700496e-05	1.019730e-04	8.731031e-05
phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidyl-L-serine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	8.338383e-04	1.104201e-03	9.454427e-04
phosphatidyl-L-serine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidyl-L-serine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidyl-L-serine transport, ER membrane-cytoplasm	0	0	0
phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	3.591801e-04	4.756403e-04	4.072538e-04
phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylcholine transport, ER membrane-cytoplasm	2.730092e-04	3.615294e-04	3.095495e-04
phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	2.937232e-04	3.889597e-04	3.330359e-04
phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylethanolamine transport, ER membrane-cytoplasm	2.108962e-04	2.792769e-04	2.391231e-04
triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	6.084109e-04	0	0
triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	2.175917e-04	0	0
triglyceride (1-18:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	1.899507e-03	1.626379e-03
triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	8.233154e-04	0
triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	1.902832e-03	0	3.264904e-04
triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	8.910005e-04	1.142229e-03
triglyceride transport, ER membrane-cytoplasm	2.383178e-03	3.155896e-03	2.702149e-03
succinyl-CoA:acetate CoA transferase	0	0	0
heme a transport	0	0	0
biomass pseudoreaction	0	0	0
raffinose invertase	0	0	0
raffinose exchange	0	0	0
melibiose exchange	0	0	0
uridine hydrolase	0	0	0
non-growth associated maintenance reaction	0	0	0
protein pseudoreaction	0	0	0
carbohydrate pseudoreaction	0	0	0
RNA pseudoreaction	0	0	0
DNA pseudoreaction	0	0	0
ceramide transport	0	0	0
inositol phosphomannosylinositol phosphoceramide transport	0	0	0
inositol-P-ceramide transport	0	0	0
mannosylinositol phosphorylceramide transport	0	0	0
long-chain base transport	0	0	0
long-chain base phosphate transport	0	0	0
phosphatidate transport	0	0	0
diglyceride transport	8.114158e-04	1.074508e-03	9.200180e-04
sn-2-acyl-1-lysophosphatidylinositol transport	0	0	0
phosphatidylglycerol transport	0	0	0
cardiolipin transport	0	0	0
lipid backbone exchange	6.581196e-02	8.715075e-02	7.462042e-02
lipid backbone pseudoreaction	6.581196e-02	8.715075e-02	7.462042e-02
lipid chain exchange	6.567092e-02	8.696398e-02	7.446022e-02
lipid chain pseudoreaction	6.567092e-02	8.696398e-02	7.446022e-02
ceramide-1 (C24) [Golgi] SLIME rxn	0	0	0
ceramide-1 (C26) [Golgi] SLIME rxn	0	0	0
ceramide-2 (C24) [Golgi] SLIME rxn	0	0	0
ceramide-2 (C26) [Golgi] SLIME rxn	0	0	0
ceramide-2' (C24) [Golgi] SLIME rxn	0	0	0
ceramide-2' (C26) [Golgi] SLIME rxn	0	0	0
ceramide-3 (C24) [Golgi] SLIME rxn	0	0	0
ceramide-3 (C26) [Golgi] SLIME rxn	0	0	0
ceramide-4 (C24) [Golgi] SLIME rxn	0	0	0
ceramide-4 (C26) [Golgi] SLIME rxn	0	0	0
phytosphingosine [endoplasmic reticulum] SLIME rxn	0	0	0
phytosphingosine 1-phosphate [endoplasmic reticulum] SLIME rxn	0	0	0
sphinganine [endoplasmic reticulum] SLIME rxn	0	0	0
sphinganine 1-phosphate [endoplasmic reticulum] SLIME rxn	0	0	0
phosphatidate (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidate (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidate (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidate (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidate (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidate (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidate (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidate (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	1.363816e-03	1.806018e-03	1.546353e-03
diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
sn-2-acyl-1-lysophosphatidylinositol (16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
sn-2-acyl-1-lysophosphatidylinositol (18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0	0
phosphatidylglycerol (1-16:0, 2-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
phosphatidylglycerol (1-16:1, 2-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
phosphatidylglycerol (1-18:0, 2-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
phosphatidylglycerol (1-18:1, 2-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
phosphatidylglycerol (1-16:0, 2-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
phosphatidylglycerol (1-16:1, 2-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn	2.257056e-05	2.988881e-05	2.559147e-05
cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn	0	0	0
Cytochrome c apocytochrome-c-lyase	0	0	0
(R)-Acetoin:NAD+ oxidoreductase	0	0	0
Probable diacetyl reductase [(R)-acetoin forming] 2 (EC 1.1.1.303)	0	0	0
Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112)	0	0	0
Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)	0	0	0
NADPH2:quinone oxidoreductase	0	0	0
ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)	0	0	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	0	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	0	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	0	0
Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2)	0	0	0
Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2)	0	0	0
Probable metabolite transport protein YBR241C	0	0	0
Probable metabolite transport protein YBR241C	0	0	0
UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase	0	0	0
L-cysteine:sulfur-acceptor sulfurtransferase	0	0	0
Probable ATP-dependent permease	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0
Benzyl alcohol:NAD+ oxidoreductase	0	0	0
Manganese-transporting ATPase 1 (EC 3.6.3.-)	0	0	0
4-hydroxy-4-methyl-2-oxoglutarate pyruvate-lyase (pyruvate-forming)	0	0	0
oxaloacetate carboxy-lyase (pyruvate-forming)	0	0	0
L-methionine:thioredoxin-disulfide S-oxidoreductase	0	0	0
Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.-)	0	0	0
superoxide:superoxide oxidoreductase	0	0	0
S-Adenosyl-L-methionine:histone-L-lysine N6-methyltransferase	0	0	0
Zinc transporter YKE4	0	0	0
NADH:ferricytochrome-b5 oxidoreductase	0	0	0
NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (Microsomal cytochrome b reductase) (P35)	0	0	0
Benzil reductase ((S)-benzoin forming) IRC24 (EC 1.1.1.320) (Increased recombination centers protein 24)	0	0	0
Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I)	0	0	0
Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I)	0	0	0
L-methionine:oxidized-thioredoxin S-oxidoreductase	0	0	0
Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	0	0	0
Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	0	0	0
5-oxo-L-proline amidohydrolase (ATP-hydrolysing)	0	0	0
threo-3-hydroxy-L-aspartate ammonia-lyase	0	0	0
Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Extracellular mutant protein 4) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1)	0	0	0
glutathione:dehydroascorbate oxidoreductase	0	0	0
Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Extracellular mutant protein 4) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1)	0	0	0
D-ribose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5-phosphate-lyase (glutamine-hydrolyzing)	0	0	0
D-ribulose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5-phosphate-lyase	0	0	0
L-cysteinylglycine dipeptidase	0	0	0
Cys-Gly metallodipeptidase DUG1 (EC 3.4.13.-) (Deficient in utilization of glutathione protein 1) (GSH degradosomal complex subunit DUG1)	0	0	0
D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-)	0	0	0
D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-)	0	0	0
4-nitrophenyl phosphate phosphohydrolase	0	0	0
D-Iditol:NAD+ 2-oxidoreductase	0	0	0
ATP:alpha-D-galactose 1-phosphotransferase	0	0	0
3-Hydroxy-2-methylpropanoyl-CoA hydrolase	0	0	0
Sodium transport ATPase 5 (EC 3.6.3.7)	0	0	0
Broad-range acid phosphatase DET1 (EC 3.1.3.-) (Decreased ergosterol transport protein 1)	0	0	0
L-Alanine:2-oxoglutarate aminotransferase	0	0	0
ATP:D-Gluconate 6-phosphotransferase	0	0	0
S-Adenosyl-L-methionine:protein-C-terminal-S-farnesyl-L-cysteine O-methyltransferase	0	0	0
ATP:D-glucose 6-phosphotransferase	0	0	0
(R)-lactate hydro-lyase	0	0	0
Calcium-transporting ATPase 2 (EC 3.6.3.8) (Vacuolar Ca(2+)-ATPase)	0	0	0
Calcium-transporting ATPase 2 (EC 3.6.3.8) (Vacuolar Ca(2+)-ATPase)	0	0	0
L-arginyl-tRNA(Arg):protein arginyltransferase	0	0	0
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 (Oligosaccharyl transferase subunit STT3) (EC 2.4.99.18)	0	0	0
Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)	0	0	0
GDP-D-mannose:D-Man-alpha-(1->3)-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-6-mannosyltransferase	0	0	0
2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate 6-phosphomannohydrolase	0	0	0
Alpha-mannosidase (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase)	0	0	0
ATP:L-threonyl,bicarbonate adenylyltransferase	0	0	0
O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	0	0	0
